Date,ProductID,Category,WarehouseID,Region,SupplierID,Country,Risk_Score,Units_Received,Units_Sold,Inventory_On_Hand,Lead_Time_Days,Delivery_Status,Unit_Cost,Revenue_per_Unit,Inventory_Value,Revenue
2024-02-16,P002,Apparel,W03,East,S02,China,4,45,40,135,10,On-Time,1899.1149527377004,2438.2734632740476,256380.51861958954,97530.9385309619
2024-02-16,P002,Apparel,W04,West,S02,China,4,59,41,68,12,On-Time,375.58519836166727,549.9393976523714,25539.793488593376,22547.51530374723
2024-02-16,P002,Apparel,W05,Central,S02,China,4,62,44,105,11,On-Time,1723.013994855569,1989.6775760387713,180916.46945983474,87545.81334570594
2024-02-16,P003,Food,W01,North,S03,Germany,1,44,43,30,14,Delayed,1707.7260559464034,2216.5436755088654,51231.7816783921,95311.3780468812
2024-02-16,P003,Food,W02,South,S03,Germany,1,60,40,30,13,On-Time,1141.6303777304897,1294.4973325081057,34248.91133191469,51779.89330032423
2024-02-16,P003,Food,W03,East,S03,Germany,1,49,48,28,10,On-Time,219.48578618873287,313.115173471049,6145.602013284521,15029.52832661035
2024-02-16,P003,Food,W04,West,S03,Germany,1,53,30,3,10,On-Time,452.1760716624292,618.0081173654369,1356.5282149872876,18540.243520963108
2024-02-16,P003,Food,W05,Central,S03,Germany,1,45,48,36,6,On-Time,599.6251804452934,687.2140039720339,21586.50649603056,32986.272190657626
2024-02-16,P004,Electronics,W01,North,S01,USA,7,63,40,33,12,Delayed,973.6095396221289,1401.3439147268712,32129.11480753025,56053.756589074845
2024-02-16,P004,Electronics,W02,South,S01,USA,7,44,43,0,10,On-Time,1504.4632656646313,1773.2699872824041,0.0,76250.60945314338
2024-02-16,P004,Electronics,W03,East,S01,USA,7,49,46,142,5,On-Time,630.6016139878386,907.9110912356638,89545.42918627309,41763.91019684053
2024-02-16,P004,Electronics,W04,West,S01,USA,7,68,36,112,10,On-Time,1108.4317537884754,1488.2164011510104,124144.35642430924,53575.79044143637
2024-02-16,P004,Electronics,W05,Central,S01,USA,7,58,48,50,4,On-Time,564.4291962114986,713.7991391236496,28221.459810574932,34262.35867793518
2024-02-16,P005,Home Goods,W01,North,S04,Japan,7,48,35,0,10,On-Time,943.3852776575443,1273.4408362979739,0.0,44570.429270429086
2024-02-16,P005,Home Goods,W02,South,S04,Japan,7,53,48,19,6,On-Time,570.2425768803414,761.9163239671185,10834.608960726488,36571.98355042169
2024-02-16,P005,Home Goods,W03,East,S04,Japan,7,40,44,15,11,On-Time,1302.7025307889112,1528.7632792747204,19540.537961833666,67265.5842880877
2024-02-16,P005,Home Goods,W04,West,S04,Japan,7,42,49,114,14,Delayed,1375.34477995822,1979.830049985918,156789.30491523707,97011.67244930999
2024-02-16,P005,Home Goods,W05,Central,S04,Japan,7,46,46,148,13,On-Time,1110.7979138687833,1621.40396737029,164398.09125257994,74584.58249903333
2024-02-16,P006,Apparel,W01,North,S02,China,4,50,42,124,12,On-Time,1291.0374495000317,1619.701142263204,160088.64373800394,68027.44797505457
2024-02-16,P006,Apparel,W02,South,S02,China,4,55,45,96,13,On-Time,1258.0014521305081,1650.5033064405948,120768.13940452877,74272.64878982677
2024-02-16,P006,Apparel,W03,East,S02,China,4,50,51,55,9,On-Time,1902.019173762357,2775.549249807248,104611.05455692964,141553.01174016966
2024-02-16,P006,Apparel,W04,West,S02,China,4,68,26,73,12,On-Time,403.7628128609539,598.2939678963373,29474.685338849635,15555.643165304771
2024-02-16,P006,Apparel,W05,Central,S02,China,4,45,46,2,6,On-Time,1114.6594940280015,1242.4497394925545,2229.318988056003,57152.68801665751
2024-02-16,P007,Food,W01,North,S03,Germany,1,42,35,87,4,On-Time,437.76362387675795,565.4630875217721,38085.43527727794,19791.208063262024
2024-02-16,P007,Food,W02,South,S03,Germany,1,42,52,76,2,On-Time,1647.4924228873144,2257.7073463522265,125209.4241394359,117400.78201031577
2024-02-16,P007,Food,W03,East,S03,Germany,1,59,52,2,11,On-Time,1608.6647195600378,2089.6746273829217,3217.3294391200757,108663.08062391193
2024-02-16,P007,Food,W04,West,S03,Germany,1,46,47,23,7,On-Time,1490.2829960648478,2108.968449103077,34276.5089094915,99121.51710784463
2024-02-16,P007,Food,W05,Central,S03,Germany,1,59,40,110,6,On-Time,938.7351672307248,1239.3525734911843,103260.86839537973,49574.102939647375
2024-02-17,P001,Electronics,W01,North,S01,USA,7,45,45,126,3,On-Time,1094.692678364056,1350.3166817587648,137931.27747387107,60764.25067914442
2024-02-17,P001,Electronics,W02,South,S01,USA,7,41,40,39,13,On-Time,266.82354641191483,340.0612547377066,10406.118310064678,13602.450189508263
2024-02-17,P001,Electronics,W03,East,S01,USA,7,54,37,96,5,On-Time,1565.9525173842867,2223.2076385788578,150331.44166889152,82258.68262741774
2024-02-17,P001,Electronics,W04,West,S01,USA,7,52,47,43,14,On-Time,751.992325289856,848.817325544147,32335.669987463807,39894.41430057491
2024-02-17,P001,Electronics,W05,Central,S01,USA,7,55,42,141,4,Delayed,518.7417600208632,651.9147543603957,73142.58816294171,27380.41968313662
2024-02-17,P002,Apparel,W01,North,S02,China,4,48,43,112,2,On-Time,1316.3034014006757,1849.2443581665707,147425.9809568757,79517.50740116254
2024-02-17,P002,Apparel,W02,South,S02,China,4,55,44,82,5,On-Time,1039.619127561768,1490.6355171219595,85248.76846006498,65587.96275336621
2024-02-17,P002,Apparel,W03,East,S02,China,4,49,46,121,7,On-Time,370.47474821717856,514.8103809318675,44827.444534278606,23681.277522865905
2024-02-17,P002,Apparel,W04,West,S02,China,4,42,39,82,4,On-Time,287.82234639517634,365.01102613836935,23601.43240440446,14235.430019396405
2024-02-17,P002,Apparel,W05,Central,S02,China,4,48,47,39,5,On-Time,651.1830753865326,726.0091562318338,25396.13994007477,34122.43034289619
2024-02-17,P003,Food,W01,North,S03,Germany,1,54,44,39,10,On-Time,1226.5841161783094,1751.236876299992,47836.78053095406,77054.42255719965
2024-02-17,P003,Food,W02,South,S03,Germany,1,47,43,23,9,Delayed,435.9907881393341,505.36236960282974,10027.788127204683,21730.58189292168
2024-02-17,P003,Food,W03,East,S03,Germany,1,65,40,94,8,On-Time,1901.6733548125367,2350.173763495118,178757.29535237845,94006.9505398047
2024-02-17,P003,Food,W04,West,S03,Germany,1,56,38,67,5,On-Time,496.18718866599374,577.5224375642787,33244.54164062158,21945.85262744259
2024-02-17,P003,Food,W05,Central,S03,Germany,1,59,38,135,11,On-Time,804.2816250867052,1141.460846177377,108578.0193867052,43375.51215474033
2024-02-17,P004,Electronics,W01,North,S01,USA,7,49,31,78,10,Delayed,1232.5570779690004,1655.5387175442193,96139.45208158203,51321.7002438708
2024-02-17,P004,Electronics,W02,South,S01,USA,7,63,54,40,13,On-Time,1584.461877079672,2186.804400176932,63378.47508318687,118087.43760955434
2024-02-17,P004,Electronics,W03,East,S01,USA,7,51,40,129,10,On-Time,1620.7024084071893,2010.8804297802737,209070.61068452743,80435.21719121095
2024-02-17,P004,Electronics,W04,West,S01,USA,7,46,36,50,6,On-Time,486.8285176776607,590.7016043250919,24341.425883883036,21265.257755703307
2024-02-17,P004,Electronics,W05,Central,S01,USA,7,50,53,18,5,On-Time,1373.0674497166208,1866.1457120016948,24715.214094899173,98905.72273608983
2024-02-17,P005,Home Goods,W01,North,S04,Japan,7,53,46,3,9,On-Time,204.31948566701394,298.1885408690129,612.9584570010418,13716.672879974594
2024-02-17,P005,Home Goods,W02,South,S04,Japan,7,48,57,89,13,On-Time,1040.5120872873476,1534.860440121132,92605.57576857394,87487.04508690452
2024-02-17,P005,Home Goods,W03,East,S04,Japan,7,50,54,119,5,On-Time,313.2459620700725,375.7412387024989,37276.26948633863,20290.02688993494
2024-02-17,P005,Home Goods,W04,West,S04,Japan,7,47,37,80,7,On-Time,476.4770056876281,651.8411957076527,38118.16045501025,24118.124241183148
2024-02-17,P005,Home Goods,W05,Central,S04,Japan,7,42,51,132,10,On-Time,799.3962697648622,887.0014338685778,105520.3076089618,45237.073127297466
2024-02-17,P006,Apparel,W01,North,S02,China,4,57,48,0,9,On-Time,1989.4367575702097,2341.2203625360576,0.0,112378.57740173076
2024-02-17,P006,Apparel,W02,South,S02,China,4,54,44,144,8,On-Time,1119.306711526939,1458.325193310774,161180.1664598792,64166.30850567405
2024-02-17,P006,Apparel,W03,East,S02,China,4,41,38,34,12,On-Time,460.5177580062199,549.0075276828004,15657.603772211476,20862.286051946416
2024-02-17,P006,Apparel,W04,West,S02,China,4,53,52,97,7,Delayed,782.2576104006752,871.0579548835639,75878.98820886548,45295.01365394532
2024-02-17,P006,Apparel,W05,Central,S02,China,4,55,42,8,7,On-Time,1283.562801562316,1720.2575188786461,10268.502412498528,72250.81579290314
2024-02-17,P007,Food,W01,North,S03,Germany,1,47,41,71,8,On-Time,1988.5343161829403,2774.9161962675803,141185.93644898877,113771.56404697079
2024-02-17,P007,Food,W02,South,S03,Germany,1,53,46,142,13,On-Time,910.1118840515761,1128.6451199380435,129235.88753532381,51917.675517150004
2024-02-17,P007,Food,W03,East,S03,Germany,1,51,40,140,9,Delayed,1909.0548349229332,2809.7676690614576,267267.67688921065,112390.7067624583
2024-02-17,P007,Food,W04,West,S03,Germany,1,55,43,27,6,On-Time,257.56326925755764,347.777194958664,6954.208269954056,14954.419383222552
2024-02-17,P007,Food,W05,Central,S03,Germany,1,46,42,28,10,On-Time,266.99922510643677,341.31655172752835,7475.978302980229,14335.29517255619
2024-02-18,P001,Electronics,W01,North,S01,USA,7,49,38,81,8,On-Time,866.3352145686555,1005.3700933990764,70173.15238006109,38204.0635491649
2024-02-18,P001,Electronics,W02,South,S01,USA,7,52,45,11,3,Delayed,591.6164212321057,666.8496769420277,6507.780633553163,30008.235462391247
2024-02-18,P001,Electronics,W03,East,S01,USA,7,57,37,43,3,On-Time,1302.832927505217,1466.7054427071555,56021.81588272433,54268.10138016476
2024-02-18,P001,Electronics,W04,West,S01,USA,7,51,23,53,5,On-Time,1122.6430951780424,1527.2097613005064,59500.08404443625,35125.82450991165
2024-02-18,P001,Electronics,W05,Central,S01,USA,7,44,44,39,3,On-Time,1306.629574785303,1768.2453021075282,50958.55341662682,77802.79329273124
2024-02-18,P002,Apparel,W01,North,S02,China,4,57,38,52,9,On-Time,503.48640076237507,623.7979010471536,26181.2928396435,23704.320239791836
2024-02-18,P002,Apparel,W02,South,S02,China,4,55,37,69,7,On-Time,202.54994445810382,223.7779813747068,13975.946167609163,8279.785310864152
2024-02-18,P002,Apparel,W03,East,S02,China,4,46,39,39,10,On-Time,794.0669423796293,1054.2404293162676,30968.61075280554,41115.37674333444
2024-02-18,P002,Apparel,W04,West,S02,China,4,49,37,56,3,On-Time,1839.9365483296197,2441.3238354431132,103036.4467064587,90328.9819113952
2024-02-18,P002,Apparel,W05,Central,S02,China,4,42,38,117,2,On-Time,1986.6506088264653,2367.7630745521387,232438.12123269643,89974.99683298127
2024-02-18,P003,Food,W01,North,S03,Germany,1,47,48,149,9,On-Time,1488.7778601633577,1914.8792382989493,221827.9011643403,91914.20343834956
2024-02-18,P003,Food,W02,South,S03,Germany,1,68,42,118,9,On-Time,295.85534021348644,437.9145287140173,34910.9301451914,18392.410205988726
2024-02-18,P003,Food,W03,East,S03,Germany,1,47,50,140,2,On-Time,1397.8593896565958,2010.1860445656946,195700.31455192342,100509.30222828472
2024-02-18,P003,Food,W04,West,S03,Germany,1,45,54,76,14,On-Time,575.4299504238979,688.3044741204064,43732.67623221624,37168.441602501945
2024-02-18,P003,Food,W05,Central,S03,Germany,1,49,51,105,14,Delayed,1589.297779706987,2250.9899786940246,166876.26686923363,114800.48891339525
2024-02-18,P004,Electronics,W01,North,S01,USA,7,53,42,74,7,Delayed,905.5163372725166,1155.4133426603255,67008.20895816623,48527.36039173367
2024-02-18,P004,Electronics,W02,South,S01,USA,7,57,38,18,5,On-Time,1772.4988523126638,2256.423522730647,31904.979341627946,85744.09386376459
2024-02-18,P004,Electronics,W03,East,S01,USA,7,61,47,138,4,On-Time,1922.4048472934023,2755.770965287346,265291.8689264895,129521.23536850525
2024-02-18,P004,Electronics,W04,West,S01,USA,7,59,43,51,11,On-Time,1353.1252974909628,1553.1593041942147,69009.3901720391,66785.85008035123
2024-02-18,P004,Electronics,W05,Central,S01,USA,7,53,38,136,7,On-Time,472.7711821757687,683.9659519297257,64296.88077590454,25990.706173329578
2024-02-18,P005,Home Goods,W01,North,S04,Japan,7,44,61,0,10,On-Time,956.8530892734209,1155.9930173111657,0.0,70515.57405598111
2024-02-18,P005,Home Goods,W02,South,S04,Japan,7,50,41,147,3,Delayed,966.0202592133008,1320.993061245363,142004.97810435522,54160.71551105988
2024-02-18,P005,Home Goods,W03,East,S04,Japan,7,52,42,117,12,On-Time,692.6426065171408,900.1222763158896,81039.18496250547,37805.135605267365
2024-02-18,P005,Home Goods,W04,West,S04,Japan,7,45,43,41,6,On-Time,747.4219139473381,866.2062802252294,30644.298471840862,37246.87004968486
2024-02-18,P005,Home Goods,W05,Central,S04,Japan,7,54,54,112,12,On-Time,340.97082705981745,420.6782887987448,38188.73263069955,22716.62759513222
2024-02-18,P006,Apparel,W01,North,S02,China,4,49,52,88,8,On-Time,1416.6704340903257,1714.4890876723557,124666.99819994866,89153.4325589625
2024-02-18,P006,Apparel,W02,South,S02,China,4,56,47,145,6,On-Time,1277.0399479336834,1811.5641970062372,185170.7924503841,85143.51725929315
2024-02-18,P006,Apparel,W03,East,S02,China,4,68,50,150,5,On-Time,776.5263822725948,872.3942514593055,116478.95734088922,43619.712572965276
2024-02-18,P006,Apparel,W04,West,S02,China,4,48,43,94,3,On-Time,321.08765854148305,408.6692961784616,30182.239902899408,17572.77973567385
2024-02-18,P006,Apparel,W05,Central,S02,China,4,50,37,96,9,Delayed,911.4788978992507,1289.7518763834744,87501.97419832807,47720.81942618855
2024-02-18,P007,Food,W01,North,S03,Germany,1,39,52,53,8,On-Time,1488.3523985495124,1700.5067879552644,78882.67712312416,88426.35297367375
2024-02-18,P007,Food,W02,South,S03,Germany,1,68,56,136,6,On-Time,1880.415943158862,2427.130520071272,255736.56826960525,135919.30912399123
2024-02-18,P007,Food,W03,East,S03,Germany,1,49,38,33,2,On-Time,1476.8197735551134,1726.2453462621907,48735.052527318745,65597.32315796324
2024-02-18,P007,Food,W04,West,S03,Germany,1,55,39,104,3,On-Time,1201.8991663396287,1693.3375165038372,124997.51329932138,66040.16314364965
2024-02-18,P007,Food,W05,Central,S03,Germany,1,58,49,22,10,Delayed,1328.8303749584068,1518.7573371029268,29234.268249084947,74419.10951804342
2024-02-19,P001,Electronics,W01,North,S01,USA,7,53,55,111,7,On-Time,1957.1407812946481,2437.090840759806,217242.62672370594,134039.9962417893
2024-02-19,P001,Electronics,W02,South,S01,USA,7,56,44,134,12,Delayed,1204.0203566095329,1739.826039247116,161338.72778567742,76552.3457268731
2024-02-19,P001,Electronics,W03,East,S01,USA,7,64,59,36,6,On-Time,839.4188474465966,944.3263274304404,30219.078508077477,55715.25331839598
2024-02-19,P001,Electronics,W04,West,S01,USA,7,59,47,8,6,Delayed,1494.1040667538211,1949.6577656884226,11952.83253403057,91633.91498735586
2024-02-19,P001,Electronics,W05,Central,S01,USA,7,57,61,101,3,On-Time,588.3590612205751,833.8081904867474,59424.26518327808,50862.29961969159
2024-02-19,P002,Apparel,W01,North,S02,China,4,49,41,143,2,Delayed,1771.6729462437859,2361.2589922030443,253349.23131286138,96811.61868032481
2024-02-19,P002,Apparel,W02,South,S02,China,4,48,50,33,5,On-Time,785.5791787495691,1085.540958265805,25924.11289873578,54277.047913290255
2024-02-19,P002,Apparel,W03,East,S02,China,4,44,49,125,7,Delayed,295.2351601790578,416.9536299265246,36904.395022382225,20430.727866399706
2024-02-19,P002,Apparel,W04,West,S02,China,4,43,44,116,12,On-Time,980.5318920006555,1308.9517656996156,113741.69947207604,57593.87769078309
2024-02-19,P002,Apparel,W05,Central,S02,China,4,57,39,114,3,On-Time,1558.5955318494296,2164.946933760737,177679.89063083497,84432.93041666874
2024-02-19,P003,Food,W01,North,S03,Germany,1,53,47,3,9,On-Time,1900.7724077510509,2447.486641943431,5702.317223253152,115031.87217134127
2024-02-19,P003,Food,W02,South,S03,Germany,1,58,52,59,8,On-Time,460.5051838617394,656.4730880890883,27169.805847842625,34136.60058063259
2024-02-19,P003,Food,W03,East,S03,Germany,1,48,51,139,9,On-Time,536.0540101511644,619.5458960702396,74511.50741101186,31596.84069958222
2024-02-19,P003,Food,W04,West,S03,Germany,1,51,57,87,4,On-Time,847.2487957042125,1111.5208104404135,73710.64522626648,63356.68619510357
2024-02-19,P003,Food,W05,Central,S03,Germany,1,41,43,107,13,On-Time,983.8965312367222,1424.8603409606717,105276.92884232927,61268.99466130888
2024-02-19,P004,Electronics,W01,North,S01,USA,7,58,46,29,12,On-Time,1458.312795455558,1648.6927983036608,42291.07106821118,75839.86872196839
2024-02-19,P004,Electronics,W02,South,S01,USA,7,45,47,43,9,Delayed,1014.0059076489198,1350.4536864542463,43602.25402890355,63471.32326334957
2024-02-19,P004,Electronics,W03,East,S01,USA,7,49,54,150,7,Delayed,1890.0790906758505,2544.785904335185,283511.8636013776,137418.4388341
2024-02-19,P004,Electronics,W04,West,S01,USA,7,49,39,39,13,On-Time,1825.232427563311,2669.0446523328924,71184.06467496912,104092.7414409828
2024-02-19,P004,Electronics,W05,Central,S01,USA,7,44,39,37,4,On-Time,1763.5127817487833,2139.9504417712683,65249.97292470498,83458.06722907946
2024-02-19,P005,Home Goods,W01,North,S04,Japan,7,51,41,65,12,On-Time,968.944160666485,1148.379273432589,62981.370443321524,47083.550210736146
2024-02-19,P005,Home Goods,W02,South,S04,Japan,7,50,49,133,8,On-Time,1813.0554509124447,2319.567493693436,241136.37497135514,113658.80719097836
2024-02-19,P005,Home Goods,W03,East,S04,Japan,7,56,49,45,13,On-Time,271.4418700232119,381.1408781392319,12214.884151044535,18675.903028822362
2024-02-19,P005,Home Goods,W04,West,S04,Japan,7,50,45,70,5,On-Time,916.0826483714475,1011.6152881052047,64125.78538600132,45522.687964734214
2024-02-19,P005,Home Goods,W05,Central,S04,Japan,7,46,40,87,12,On-Time,1066.1902677817159,1318.1125157600839,92758.55329700928,52724.50063040335
2024-02-19,P006,Apparel,W01,North,S02,China,4,37,42,25,13,On-Time,755.4413679853224,1110.9026621607227,18886.03419963306,46657.91181075035
2024-02-19,P006,Apparel,W02,South,S02,China,4,46,58,129,11,On-Time,1305.5018252868022,1581.9127005082546,168409.73546199748,91750.93662947876
2024-02-19,P006,Apparel,W03,East,S02,China,4,45,32,43,11,Delayed,215.487534420492,309.63056654611836,9265.963980081156,9908.178129475788
2024-02-19,P006,Apparel,W04,West,S02,China,4,60,48,4,3,On-Time,1548.986764728126,1812.296381871969,6195.947058912504,86990.22632985451
2024-02-19,P006,Apparel,W05,Central,S02,China,4,47,46,33,12,On-Time,1411.168499904407,1572.0226676077918,46568.560496845435,72313.04270995842
2024-02-19,P007,Food,W01,North,S03,Germany,1,55,39,35,3,Delayed,1749.7319287238997,2481.1465000661083,61240.61750533649,96764.71350257822
2024-02-19,P007,Food,W02,South,S03,Germany,1,57,49,53,14,On-Time,969.5908057012331,1211.9671546614447,51388.312702165356,59386.39057841079
2024-02-19,P007,Food,W03,East,S03,Germany,1,50,36,106,14,On-Time,1925.1217274301212,2399.8274378153023,204062.90310759284,86393.78776135089
2024-02-19,P007,Food,W04,West,S03,Germany,1,57,49,81,6,On-Time,303.4267440106694,357.9852570049857,24577.56626486422,17541.2775932443
2024-02-19,P007,Food,W05,Central,S03,Germany,1,54,51,133,14,On-Time,672.1171382049095,1000.8615876788996,89391.57938125296,51043.94097162388
2024-02-20,P001,Electronics,W01,North,S01,USA,7,35,35,39,7,On-Time,821.4183058669439,944.8853965414511,32035.313928810814,33070.98887895079
2024-02-20,P001,Electronics,W02,South,S01,USA,7,48,51,27,6,On-Time,1094.708944082591,1386.6152440451926,29557.141490229955,70717.37744630482
2024-02-20,P001,Electronics,W03,East,S01,USA,7,67,49,138,12,On-Time,1604.590914504665,2392.985763918442,221433.54620164377,117256.30243200366
2024-02-20,P001,Electronics,W04,West,S01,USA,7,47,48,144,2,On-Time,460.12127606399736,618.898838194517,66257.46375321562,29707.144233336818
2024-02-20,P001,Electronics,W05,Central,S01,USA,7,58,53,29,9,On-Time,428.0010033924452,503.19699998938125,12412.029098380912,26669.440999437207
2024-02-20,P002,Apparel,W01,North,S02,China,4,49,46,15,8,On-Time,1372.4817366505788,2051.6942617665345,20587.226049758683,94377.93604126059
2024-02-20,P002,Apparel,W02,South,S02,China,4,56,45,77,12,On-Time,521.9746184752314,649.8657905305072,40192.04562259282,29243.960573872824
2024-02-20,P002,Apparel,W03,East,S02,China,4,64,41,99,14,On-Time,1099.3937823396718,1270.3610110102102,108839.9844516275,52084.801451418614
2024-02-20,P002,Apparel,W04,West,S02,China,4,55,51,122,2,Delayed,431.7244719115879,625.226585051845,52670.38557321372,31886.555837644093
2024-02-20,P002,Apparel,W05,Central,S02,China,4,43,50,91,4,On-Time,1926.704744851153,2134.7481604443265,175330.13178145493,106737.40802221632
2024-02-20,P003,Food,W01,North,S03,Germany,1,60,39,72,14,On-Time,1142.5654779337342,1341.3447206862006,82264.71441122887,52312.444106761825
2024-02-20,P003,Food,W02,South,S03,Germany,1,54,49,42,14,On-Time,429.26177906343446,508.01218495914003,18028.994720664246,24892.597062997862
2024-02-20,P003,Food,W03,East,S03,Germany,1,46,49,58,4,On-Time,1051.064439775355,1461.7820809315094,60961.73750697059,71627.32196564396
2024-02-20,P003,Food,W04,West,S03,Germany,1,44,42,58,3,On-Time,1643.4482453692187,2255.581179031626,95319.99823141469,94734.4095193283
2024-02-20,P003,Food,W05,Central,S03,Germany,1,43,43,92,8,Delayed,1958.1797477456005,2485.983324352254,180152.53679259523,106897.28294714692
2024-02-20,P004,Electronics,W01,North,S01,USA,7,46,34,58,10,Delayed,1947.8795266730178,2158.313533451607,112977.01254703503,73382.66013735463
2024-02-20,P004,Electronics,W02,South,S01,USA,7,50,43,56,11,On-Time,792.5880734947112,937.7995055473137,44384.93211570383,40325.37873853449
2024-02-20,P004,Electronics,W03,East,S01,USA,7,68,41,13,9,On-Time,1888.3205683128167,2755.369242664084,24548.167388066617,112970.13894922745
2024-02-20,P004,Electronics,W04,West,S01,USA,7,43,40,121,6,On-Time,1488.1109651648821,1647.902351778465,180061.42678495075,65916.09407113859
2024-02-20,P004,Electronics,W05,Central,S01,USA,7,50,38,16,6,On-Time,419.9105879373782,464.0382508939304,6718.569406998051,17633.453533969354
2024-02-20,P005,Home Goods,W01,North,S04,Japan,7,56,55,66,14,Delayed,221.9318322297413,313.8068571842801,14647.500927162926,17259.377145135404
2024-02-20,P005,Home Goods,W02,South,S04,Japan,7,58,46,114,13,On-Time,1467.7481746194314,1754.1008664995468,167323.2919066152,80688.63985897915
2024-02-20,P005,Home Goods,W03,East,S04,Japan,7,39,39,83,3,On-Time,550.8708545359742,677.7862638922564,45722.28092648586,26433.664291798003
2024-02-20,P005,Home Goods,W04,West,S04,Japan,7,38,38,64,5,On-Time,1020.5711975716982,1139.937284490346,65316.55664458869,43317.616810633146
2024-02-20,P005,Home Goods,W05,Central,S04,Japan,7,55,50,73,9,On-Time,732.7139554844063,1000.9243497900045,53488.11875036166,50046.217489500224
2024-02-20,P006,Apparel,W01,North,S02,China,4,55,41,84,10,On-Time,735.0478235074698,1039.255497059867,61744.017174627465,42609.47537945455
2024-02-20,P006,Apparel,W02,South,S02,China,4,53,44,114,12,Delayed,1366.9719862338748,1528.4994292613862,155834.80643066173,67253.974887501
2024-02-20,P006,Apparel,W03,East,S02,China,4,45,50,10,6,On-Time,1396.8660913751155,1988.871013376816,13968.660913751155,99443.5506688408
2024-02-20,P006,Apparel,W04,West,S02,China,4,51,46,27,5,On-Time,392.65667238121307,585.9731673900925,10601.730154292753,26954.765699944255
2024-02-20,P006,Apparel,W05,Central,S02,China,4,39,46,45,2,Delayed,1234.3686366522302,1731.4979858576871,55546.58864935036,79648.90734945361
2024-02-20,P007,Food,W01,North,S03,Germany,1,43,55,86,13,On-Time,1551.8872872340914,2019.1440711616976,133462.30670213187,111052.92391389338
2024-02-20,P007,Food,W02,South,S03,Germany,1,50,53,50,14,On-Time,1963.946955641699,2816.433469888281,98197.34778208495,149270.97390407888
2024-02-20,P007,Food,W03,East,S03,Germany,1,48,51,28,11,On-Time,1776.6345787848688,2123.296718102304,49745.768205976325,108288.1326232175
2024-02-20,P007,Food,W04,West,S03,Germany,1,54,38,97,13,On-Time,382.9134247495988,481.3115377759791,37142.60220071108,18289.838435487207
2024-02-20,P007,Food,W05,Central,S03,Germany,1,47,48,75,3,On-Time,1070.4336641419827,1451.4538159997321,80282.5248106487,69669.78316798715
2024-02-21,P001,Electronics,W01,North,S01,USA,7,55,45,11,8,On-Time,1799.291196739789,2570.472906236802,19792.203164137678,115671.28078065609
2024-02-21,P001,Electronics,W02,South,S01,USA,7,46,38,131,5,On-Time,1766.4406946936083,1970.6759071666786,231403.7310048627,74885.68447233379
2024-02-21,P001,Electronics,W03,East,S01,USA,7,48,45,10,4,On-Time,1332.312803677067,1829.3401250013599,13323.12803677067,82320.3056250612
2024-02-21,P001,Electronics,W04,West,S01,USA,7,43,59,141,10,On-Time,383.639043050504,424.17607578378477,54093.10507012106,25026.388471243303
2024-02-21,P001,Electronics,W05,Central,S01,USA,7,51,46,132,13,Delayed,1201.7710493853774,1339.2634784754791,158633.77851886983,61606.120009872044
2024-02-21,P002,Apparel,W01,North,S02,China,4,52,36,39,3,On-Time,1794.1611848681648,2528.11278911145,69972.28620985843,91012.06040801221
2024-02-21,P002,Apparel,W02,South,S02,China,4,38,49,123,5,Delayed,1816.1085944742986,2387.1400698758243,223381.3571203387,116969.86342391539
2024-02-21,P002,Apparel,W03,East,S02,China,4,48,46,126,9,On-Time,1441.2507747991501,1863.9781624931472,181597.59762469292,85742.99547468478
2024-02-21,P002,Apparel,W04,West,S02,China,4,54,46,54,11,On-Time,779.6261133219083,904.6762463859197,42099.810119383044,41615.107333752305
2024-02-21,P002,Apparel,W05,Central,S02,China,4,43,48,37,10,On-Time,1581.0265991752096,1857.9426058588542,58497.984169482756,89181.245081225
2024-02-21,P003,Food,W01,North,S03,Germany,1,49,46,147,10,Delayed,654.9816296989309,891.9343167377206,96282.29956574284,41028.97856993515
2024-02-21,P003,Food,W02,South,S03,Germany,1,53,37,20,8,Delayed,1379.8556711503854,1601.2393953766948,27597.113423007708,59245.85762893771
2024-02-21,P003,Food,W03,East,S03,Germany,1,38,55,15,5,On-Time,984.4168003986953,1311.1187404933814,14766.252005980428,72111.53072713598
2024-02-21,P003,Food,W04,West,S03,Germany,1,59,41,119,14,On-Time,225.43207639487358,312.725947032889,26826.417090989955,12821.763828348448
2024-02-21,P003,Food,W05,Central,S03,Germany,1,61,53,61,11,On-Time,1034.2054714305532,1349.0510207287577,63086.53375726374,71499.70409862416
2024-02-21,P004,Electronics,W01,North,S01,USA,7,41,44,63,6,Delayed,1180.282505067401,1703.4207450332885,74357.79781924626,74950.5127814647
2024-02-21,P004,Electronics,W02,South,S01,USA,7,50,46,41,14,On-Time,601.6395525165822,808.4102357788416,24667.22165317987,37186.870845826714
2024-02-21,P004,Electronics,W03,East,S01,USA,7,58,42,122,3,On-Time,1211.3668689703056,1413.7974836321166,147786.7580143773,59379.4943125489
2024-02-21,P004,Electronics,W04,West,S01,USA,7,62,33,63,12,On-Time,1013.8737288405068,1391.1208900642248,63874.04491695193,45906.98937211942
2024-02-21,P004,Electronics,W05,Central,S01,USA,7,38,42,30,4,Delayed,706.7869585437547,929.934246076693,21203.608756312642,39057.2383352211
